プラント	指図タイプ	MRP管理者	指図番号	作業/活動番号	確認番号	テキスト（短）	作業区	管理キー	品目コード	品目テキスト	予定数	工程実績	工数実績	計画終了日	WBS要素	受注伝票番号	受注明細番号
P100	ZP10	B55	10132831	0040	0015243170	総合組立	C0922	MSN	A2A737100	RS-15010AY5 10M	1	1	15	20250807		0000000000	000000
P100	ZP10	B55	10132831	0050	0015243171	製品検査	C0953	SN	A2A737100	RS-15010AY5 10M	1	1	160	20250807		0000000000	000000
P100	ZP10	B55	10132831	1000	0015243172	出荷検査	C0960	SN	A2A737100	RS-15010AY5 10M	1			20250807		0000000000	000000
P100	ZP10	B55	10132831	1030	0015243173	組立小型手直(自責)	CZ030	SNF	A2A737100	RS-15010AY5 10M	1			20250807		0000000000	000000
P100	ZP10	B55	10132831	1040	0015243174	組立小型手直(他責)	CZ040	SNF	A2A737100	RS-15010AY5 10M	1			20250807		0000000000	000000
P100	ZP10	B55	10132831	1050	0015243175	検査手直し(自責)	C0970	SNF	A2A737100	RS-15010AY5 10M	1			20250807		0000000000	000000
P100	ZP10	B55	10132831	1060	0015243176	検査手直し(他責)	C0980	SNF	A2A737100	RS-15010AY5 10M	1			20250807		0000000000	000000
P100	ZP10	B10	10132853	0010	0015274660	メイン部品払出	CW010	SN	A00A1963600	MRT-15010CY       STD	5	5		20250806		0000000000	000000
P100	ZP10	B10	10132853	0020	0015274661	部品仕分け	C0931	SN	A00A1963600	MRT-15010CY       STD	5			20250806		0000000000	000000
P100	ZP10	B10	10132853	0025	0015790949	スクリーン印刷	C0922	SG	A00A1963600	MRT-15010CY       STD	5			20250806		0000000000	000000
P100	ZP10	B10	10132853	0030	0015274662	総合組立	C0921	MSN	A00A1963600	MRT-15010CY       STD	5	5	3380	20250806		0000000000	000000
P100	ZP10	B10	10132853	0040	0015274663	製品検査	C0953	SN	A00A1963600	MRT-15010CY       STD	5	5	250	20250806		0000000000	000000
P100	ZP10	B10	10132853	1000	0015274664	出荷検査	C0960	SNF	A00A1963600	MRT-15010CY       STD	5	1		20250806		0000000000	000000
P100	ZP10	B10	10132853	1030	0015274665	組立小型手直(自責)	CZ030	SNF	A00A1963600	MRT-15010CY       STD	5			20250806		0000000000	000000
P100	ZP10	B10	10132853	1040	0015274666	組立小型手直(他責)	CZ040	SNF	A00A1963600	MRT-15010CY       STD	5			20250806		0000000000	000000
P100	ZP10	B10	10132853	1050	0015274667	検査手直し(自責)	C0970	SNF	A00A1963600	MRT-15010CY       STD	5			20250806		0000000000	000000
P100	ZP10	B10	10132853	1060	0015274668	検査手直し(他責)	C0980	SNF	A00A1963600	MRT-15010CY       STD	5			20250806		0000000000	000000
P100	ZP10	B10	10132854	0010	0015274669	メイン部品払出	CW010	SN	A00A1963100	MRT-10010CY       STD	5	5		20250806		0000000000	000000
P100	ZP10	B10	10132854	0020	0015274670	部品仕分け	C0931	SN	A00A1963100	MRT-10010CY       STD	5	5		20250806		0000000000	000000
P100	ZP10	B10	10132854	0025	0015778895	スクリーン印刷	C0922	SG	A00A1963100	MRT-10010CY       STD	5			20250806		0000000000	000000
P100	ZP10	B10	10132854	0030	0015274671	総合組立	C0921	MSN	A00A1963100	MRT-10010CY       STD	5	5	2725	20250806		0000000000	000000
P100	ZP10	B10	10132854	0040	0015274672	製品検査	C0953	SN	A00A1963100	MRT-10010CY       STD	5	5	190	20250806		0000000000	000000
P100	ZP10	B10	10132854	1000	0015274673	出荷検査	C0960	SNF	A00A1963100	MRT-10010CY       STD	5	1		20250806		0000000000	000000
P100	ZP10	B10	10132854	1030	0015274674	組立小型手直(自責)	CZ030	SNF	A00A1963100	MRT-10010CY       STD	5			20250806		0000000000	000000
P100	ZP10	B10	10132854	1040	0015274675	組立小型手直(他責)	CZ040	SNF	A00A1963100	MRT-10010CY       STD	5			20250806		0000000000	000000
P100	ZP10	B10	10132854	1050	0015274676	検査手直し(自責)	C0970	SNF	A00A1963100	MRT-10010CY       STD	5			20250806		0000000000	000000
P100	ZP10	B10	10132854	1060	0015274677	検査手直し(他責)	C0980	SNF	A00A1963100	MRT-10010CY       STD	5			20250806		0000000000	000000
P100	ZP10	B55	10132856	0010	0015274830	メイン部品払出	CW010	SN	A7A784400	RS-RC A/M 15V A 10M	1	1		20250808		0000000000	000000
P100	ZP10	B55	10132856	0020	0015274831	部品仕分け	C0931	SN	A7A784400	RS-RC A/M 15V A 10M	1	1		20250808		0000000000	000000
P100	ZP10	B55	10132856	0025	0015274832	外注加工(スクリーン印刷)	C0922	SG	A7A784400	RS-RC A/M 15V A 10M	1			20250808		0000000000	000000
P100	ZP10	B55	10132856	0030	0015274833	外注加工	C0922	SN	A7A784400	RS-RC A/M 15V A 10M	1			20250808		0000000000	000000
P100	ZP10	B55	10132856	0035	0015776341	外注組立	C0922	SG	A7A784400	RS-RC A/M 15V A 10M	1			20250808		0000000000	000000
P100	ZP10	B55	10132856	0040	0015274834	総合組立	C0922	MSN	A7A784400	RS-RC A/M 15V A 10M	1	1	15	20250808		0000000000	000000
P100	ZP10	B55	10132856	0050	0015274835	製品検査	C0953	SN	A7A784400	RS-RC A/M 15V A 10M	1	1	75	20250808		0000000000	000000
P100	ZP10	B55	10132856	1000	0015274836	出荷検査	C0960	SN	A7A784400	RS-RC A/M 15V A 10M	1			20250808		0000000000	000000
P100	ZP10	B55	10132856	1030	0015274837	組立小型手直(自責)	CZ030	SNF	A7A784400	RS-RC A/M 15V A 10M	1			20250808		0000000000	000000
P100	ZP10	B55	10132856	1040	0015274838	組立小型手直(他責)	CZ040	SNF	A7A784400	RS-RC A/M 15V A 10M	1			20250808		0000000000	000000
P100	ZP10	B55	10132856	1050	0015274839	検査手直し(自責)	C0970	SNF	A7A784400	RS-RC A/M 15V A 10M	1			20250808		0000000000	000000
P100	ZP10	B55	10132856	1060	0015274840	検査手直し(他責)	C0980	SNF	A7A784400	RS-RC A/M 15V A 10M	1			20250808		0000000000	000000
P100	ZP10	B10	10132876	0010	0015281653	メイン部品払出	CW010	SN	A6A862600	IDKS-40-200T3 L67-70L	8	8		20250805		0000000000	000000
P100	ZP10	B10	10132876	0020	0015281654	部品仕分け	C0931	SN	A6A862600	IDKS-40-200T3 L67-70L	8	8		20250805		0000000000	000000
P100	ZP10	B10	10132876	0022	0015281672	外注加工(スクリーン印刷)	C0921	SG	A6A862600	IDKS-40-200T3 L67-70L	8			20250805		0000000000	000000
P100	ZP10	B10	10132876	0025	0015281655	外注加工	C0921	SN	A6A862600	IDKS-40-200T3 L67-70L	8			20250805		0000000000	000000
P100	ZP10	B10	10132876	0027	0015792126	外注加工	C0922	SG	A6A862600	IDKS-40-200T3 L67-70L	8			20250805		0000000000	000000
P100	ZP10	B10	10132876	0030	0015281656	準備工程	C0921	SN	A6A862600	IDKS-40-200T3 L67-70L	8			20250805		0000000000	000000
P100	ZP10	B10	10132876	0032	0015281664	工程①	C0921	SNF	A6A862600	IDKS-40-200T3 L67-70L	8		300	20250805		0000000000	000000
P100	ZP10	B10	10132876	0033	0015281665	工程②	C0921	SNF	A6A862600	IDKS-40-200T3 L67-70L	8			20250805		0000000000	000000
P100	ZP10	B10	10132876	0034	0015281666	工程③	C0921	SNF	A6A862600	IDKS-40-200T3 L67-70L	8		250	20250805		0000000000	000000
P100	ZP10	B10	10132876	0035	0015281667	工程④	C0921	SNF	A6A862600	IDKS-40-200T3 L67-70L	8			20250805		0000000000	000000
P100	ZP10	B10	10132876	0036	0015281668	工程⑤	C0921	SNF	A6A862600	IDKS-40-200T3 L67-70L	8			20250805		0000000000	000000
P100	ZP10	B10	10132876	0037	0015281669	工程⑥	C0921	SNF	A6A862600	IDKS-40-200T3 L67-70L	8		220	20250805		0000000000	000000
P100	ZP10	B10	10132876	0038	0015281670	中間工程	C0921	SNF	A6A862600	IDKS-40-200T3 L67-70L	8			20250805		0000000000	000000
P100	ZP10	B10	10132876	0039	0015281671	仕上げ工程	C0921	SNF	A6A862600	IDKS-40-200T3 L67-70L	8			20250805		0000000000	000000
P100	ZP10	B10	10132876	0040	0015281657	総合組立	C0921	MSN	A6A862600	IDKS-40-200T3 L67-70L	8		1965	20250805		0000000000	000000
P100	ZP10	B10	10132876	0050	0015281658	製品検査	C0953	SN	A6A862600	IDKS-40-200T3 L67-70L	8	8	240	20250805		0000000000	000000
P100	ZP10	B10	10132876	1000	0015281663	出荷検査	C0960	SN	A6A862600	IDKS-40-200T3 L67-70L	8	1		20250805		0000000000	000000
P100	ZP10	B10	10132876	1030	0015281659	組立小型手直(自責)	CZ030	SNF	A6A862600	IDKS-40-200T3 L67-70L	8			20250805		0000000000	000000
P100	ZP10	B10	10132876	1040	0015281660	組立小型手直(他責)	CZ040	SNF	A6A862600	IDKS-40-200T3 L67-70L	8			20250805		0000000000	000000
P100	ZP10	B10	10132876	1050	0015281661	検査手直し(自責)	C0970	SNF	A6A862600	IDKS-40-200T3 L67-70L	8			20250805		0000000000	000000
P100	ZP10	B10	10132876	1060	0015281662	検査手直し(他責)	C0980	SNF	A6A862600	IDKS-40-200T3 L67-70L	8			20250805		0000000000	000000
P100	ZP10	B82	10132933	0010	0015293371	検査データ確認	C0953	SN	A00A0207200	#YWE-SR350-AJ0(C)	50		20	20250807		0000000000	000000
P100	ZP10	B82	10132933	0020	0015293370	入庫	C0922	SN	A00A0207200	#YWE-SR350-AJ0(C)	50			20250807		0000000000	000000
P100	ZP10	B82	10132933	0030	0015293372	開梱-梱包	C0922	MSN	A00A0207200	#YWE-SR350-AJ0(C)	50	50	120	20250807		0000000000	000000
P100	ZP10	B82	10132933	0040	0015293364	製品検査	C0953	SN	A00A0207200	#YWE-SR350-AJ0(C)	50			20250807		0000000000	000000
P100	ZP10	B82	10132933	1000	0015293369	出荷検査	C0960	SN	A00A0207200	#YWE-SR350-AJ0(C)	50			20250807		0000000000	000000
P100	ZP10	B82	10132933	1030	0015293365	組立小型手直(自責)	CZ030	SNF	A00A0207200	#YWE-SR350-AJ0(C)	50			20250807		0000000000	000000
P100	ZP10	B82	10132933	1040	0015293366	組立小型手直(他責)	CZ040	SNF	A00A0207200	#YWE-SR350-AJ0(C)	50			20250807		0000000000	000000
P100	ZP10	B82	10132933	1050	0015293367	検査手直し(自責)	C0970	SNF	A00A0207200	#YWE-SR350-AJ0(C)	50			20250807		0000000000	000000
P100	ZP10	B82	10132933	1060	0015293368	検査手直し(他責)	C0980	SNF	A00A0207200	#YWE-SR350-AJ0(C)	50			20250807		0000000000	000000
P100	ZP10	B10	10132943	0010	0015293734	メイン部品払出	CW010	SN	A00A1548802	KSM-6002HAFIWV (RoHS)	40	40		20250825		0000000000	000000
P100	ZP10	B10	10132943	0020	0015293735	部品仕分け	C0931	SN	A00A1548802	KSM-6002HAFIWV (RoHS)	40	40		20250825		0000000000	000000
P100	ZP10	B10	10132943	0023	0015293744	外注加工(スクリーン印刷)	C0921	SG	A00A1548802	KSM-6002HAFIWV (RoHS)	40			20250825		0000000000	000000
P100	ZP10	B10	10132943	0030	0015293736	外注加工	C0921	SN	A00A1548802	KSM-6002HAFIWV (RoHS)	40			20250825		0000000000	000000
P100	ZP10	B10	10132943	0040	0015293737	総合組立	C0921	MSN	A00A1548802	KSM-6002HAFIWV (RoHS)	40		2690	20250825		0000000000	000000
P100	ZP10	B10	10132943	0050	0015293738	製品検査	C0953	SN	A00A1548802	KSM-6002HAFIWV (RoHS)	40	40	145	20250825		0000000000	000000
P100	ZP10	B10	10132943	1000	0015293739	出荷検査	C0960	SN	A00A1548802	KSM-6002HAFIWV (RoHS)	40			20250825		0000000000	000000
P100	ZP10	B10	10132943	1030	0015293740	組立小型手直(自責)	CZ030	SNF	A00A1548802	KSM-6002HAFIWV (RoHS)	40			20250825		0000000000	000000
P100	ZP10	B10	10132943	1040	0015293741	組立小型手直(他責)	CZ040	SNF	A00A1548802	KSM-6002HAFIWV (RoHS)	40			20250825		0000000000	000000
P100	ZP10	B10	10132943	1050	0015293742	検査手直し(自責)	C0970	SNF	A00A1548802	KSM-6002HAFIWV (RoHS)	40			20250825		0000000000	000000
P100	ZP10	B10	10132943	1060	0015293743	検査手直し(他責)	C0980	SNF	A00A1548802	KSM-6002HAFIWV (RoHS)	40			20250825		0000000000	000000
P100	ZP10	CE0	10132955	0010	0015295709	ヒートシンク（加工）	A0510	MSN	EEA557400	FIN3	12	12	8	20250826		0000000000	000000
P100	ZP10	CE0	10132955	0015	0015614621	NEXUS  加工のみ	Y0010	SG	EEA557400	FIN3	12			20250826		0000000000	000000
P100	ZP10	CE0	10132955	0020	0015295710	ヒートシンク（MC）	A0520	SNF	EEA557400	FIN3	12	12		20250826		0000000000	000000
P100	ZP10	CE0	10132955	1000	0015295711	ヒートシンク（フライス盤）	A0521	SNF	EEA557400	FIN3	12	12		20250826		0000000000	000000
P100	ZP10	CE0	10132955	1010	0015295712	自部署手直し（ヒートシンク）	A0580	SNF	EEA557400	FIN3	12			20250826		0000000000	000000
P100	ZP10	CE0	10132955	1020	0015295713	他部署手直し（ヒートシンク）	A0585	SNF	EEA557400	FIN3	12			20250826		0000000000	000000
P100	ZP10	CE0	10132955	1030	0015295714	自部署手直し機械時間（ヒートシンク）MC	A0590	SNF	EEA557400	FIN3	12			20250826		0000000000	000000
P100	ZP10	CE0	10132955	1040	0015295715	自部署手直し機械時間（ヒートシンク）フラ	A0591	SNF	EEA557400	FIN3	12			20250826		0000000000	000000
P100	ZP10	CE0	10132955	1050	0015295716	他部署手直し機械時間（ヒートシンク）MC	A0595	SNF	EEA557400	FIN3	12			20250826		0000000000	000000
P100	ZP10	CE0	10132955	1060	0015295717	他部署手直し機械時間（ヒートシンク）フラ	A0596	SNF	EEA557400	FIN3	12			20250826		0000000000	000000
P100	ZP10	CE0	10132956	0010	0015295718	ヒートシンク（加工）	A0510	MSN	EEA557500	FIN ME9*120	12	12	8	20250826		0000000000	000000
P100	ZP10	CE0	10132956	0015	0015614623	NEXUS  加工のみ	Y0010	SG	EEA557500	FIN ME9*120	12			20250826		0000000000	000000
P100	ZP10	CE0	10132956	0020	0015295719	ヒートシンク（MC）	A0520	SNF	EEA557500	FIN ME9*120	12	12		20250826		0000000000	000000
P100	ZP10	CE0	10132956	1000	0015295720	ヒートシンク（フライス盤）	A0521	SNF	EEA557500	FIN ME9*120	12	12		20250826		0000000000	000000
P100	ZP10	CE0	10132956	1010	0015295721	自部署手直し（ヒートシンク）	A0580	SNF	EEA557500	FIN ME9*120	12			20250826		0000000000	000000
P100	ZP10	CE0	10132956	1020	0015295722	他部署手直し（ヒートシンク）	A0585	SNF	EEA557500	FIN ME9*120	12			20250826		0000000000	000000
P100	ZP10	CE0	10132956	1030	0015295723	自部署手直し機械時間（ヒートシンク）MC	A0590	SNF	EEA557500	FIN ME9*120	12			20250826		0000000000	000000
P100	ZP10	CE0	10132956	1040	0015295724	自部署手直し機械時間（ヒートシンク）フラ	A0591	SNF	EEA557500	FIN ME9*120	12			20250826		0000000000	000000
P100	ZP10	CE0	10132956	1050	0015295725	他部署手直し機械時間（ヒートシンク）MC	A0595	SNF	EEA557500	FIN ME9*120	12			20250826		0000000000	000000
P100	ZP10	CE0	10132956	1060	0015295726	他部署手直し機械時間（ヒートシンク）フラ	A0596	SNF	EEA557500	FIN ME9*120	12			20250826		0000000000	000000
P100	ZP10	B10	10132962	0010	0015295951	メイン部品払出	CW010	SN	A00A2006200	UG1-2050FT3 ｽﾗｲﾄﾞ金具付	1	1		20250805		0000000000	000000
P100	ZP10	B10	10132962	0020	0015295952	部品仕分け	C0931	SN	A00A2006200	UG1-2050FT3 ｽﾗｲﾄﾞ金具付	1	1		20250805		0000000000	000000
P100	ZP10	B10	10132962	0030	0015295953	外注加工	C0921	SN	A00A2006200	UG1-2050FT3 ｽﾗｲﾄﾞ金具付	1			20250805		0000000000	000000
P100	ZP10	B10	10132962	0040	0015295954	総合組立	C0921	MSN	A00A2006200	UG1-2050FT3 ｽﾗｲﾄﾞ金具付	1	1	110	20250805		0000000000	000000
P100	ZP10	B10	10132962	0050	0015295955	製品検査	C0953	SN	A00A2006200	UG1-2050FT3 ｽﾗｲﾄﾞ金具付	1	1	85	20250805		0000000000	000000
P100	ZP10	B10	10132962	1000	0015295956	出荷検査	C0960	SN	A00A2006200	UG1-2050FT3 ｽﾗｲﾄﾞ金具付	1	1	40	20250805		0000000000	000000
P100	ZP10	B10	10132962	1030	0015295957	組立小型手直(自責)	CZ030	SNF	A00A2006200	UG1-2050FT3 ｽﾗｲﾄﾞ金具付	1			20250805		0000000000	000000
P100	ZP10	B10	10132962	1040	0015295958	組立小型手直(他責)	CZ040	SNF	A00A2006200	UG1-2050FT3 ｽﾗｲﾄﾞ金具付	1			20250805		0000000000	000000
P100	ZP10	B10	10132962	1050	0015295959	検査手直し(自責)	C0970	SNF	A00A2006200	UG1-2050FT3 ｽﾗｲﾄﾞ金具付	1			20250805		0000000000	000000
P100	ZP10	B10	10132962	1060	0015295960	検査手直し(他責)	C0980	SNF	A00A2006200	UG1-2050FT3 ｽﾗｲﾄﾞ金具付	1			20250805		0000000000	000000
P100	ZP10	B58	10132980	0010	0015335757	メイン部品払出	CW010	SN	U00A0216701	＆D-57AC-12-00-A	1	1		20250825		0000000000	000000
P100	ZP10	B58	10132980	0020	0015335758	部品仕分け	C0931	SN	U00A0216701	＆D-57AC-12-00-A	1	1		20250825		0000000000	000000
P100	ZP10	B58	10132980	0040	0015335759	総合組立	C0922	MSN	U00A0216701	＆D-57AC-12-00-A	1			20250825		0000000000	000000
P100	ZP10	B58	10132980	0050	0015335760	製品検査	C0953	SN	U00A0216701	＆D-57AC-12-00-A	1			20250825		0000000000	000000
P100	ZP10	B58	10132980	1000	0015335761	出荷検査	C0960	SN	U00A0216701	＆D-57AC-12-00-A	1			20250825		0000000000	000000
P100	ZP10	B58	10132980	1030	0015335762	組立小型手直(自責)	CZ030	SNF	U00A0216701	＆D-57AC-12-00-A	1			20250825		0000000000	000000
P100	ZP10	B58	10132980	1040	0015335763	組立小型手直(他責)	CZ040	SNF	U00A0216701	＆D-57AC-12-00-A	1			20250825		0000000000	000000
P100	ZP10	B58	10132980	1050	0015335764	検査手直し(自責)	C0970	SNF	U00A0216701	＆D-57AC-12-00-A	1			20250825		0000000000	000000
P100	ZP10	B58	10132980	1060	0015335765	検査手直し(他責)	C0980	SNF	U00A0216701	＆D-57AC-12-00-A	1			20250825		0000000000	000000
P100	ZP10	B50	10133014	0010	0015346348	メイン部品払出	CW010	SN	A00A1475201	WS-302	3	3		20250902		0000000000	000000
P100	ZP10	B50	10133014	0020	0015346349	部品仕分け	C0931	SN	A00A1475201	WS-302	3	3		20250902		0000000000	000000
P100	ZP10	B50	10133014	0023	0015346358	外注加工(スクリーン印刷)	C0922	SG	A00A1475201	WS-302	3			20250902		0000000000	000000
P100	ZP10	B50	10133014	0030	0015346350	外注加工	C0922	SN	A00A1475201	WS-302	3			20250902		0000000000	000000
P100	ZP10	B50	10133014	0040	0015346351	総合組立	C0922	MSN	A00A1475201	WS-302	3			20250902		0000000000	000000
P100	ZP10	B50	10133014	0050	0015346352	製品検査	C0953	SN	A00A1475201	WS-302	3			20250902		0000000000	000000
P100	ZP10	B50	10133014	1000	0015346353	出荷検査	C0960	SN	A00A1475201	WS-302	3			20250902		0000000000	000000
P100	ZP10	B50	10133014	1030	0015346354	組立小型手直(自責)	CZ030	SNF	A00A1475201	WS-302	3			20250902		0000000000	000000
P100	ZP10	B50	10133014	1040	0015346355	組立小型手直(他責)	CZ040	SNF	A00A1475201	WS-302	3			20250902		0000000000	000000
P100	ZP10	B50	10133014	1050	0015346356	検査手直し(自責)	C0970	SNF	A00A1475201	WS-302	3			20250902		0000000000	000000
P100	ZP10	B50	10133014	1060	0015346357	検査手直し(他責)	C0980	SNF	A00A1475201	WS-302	3			20250902		0000000000	000000
P100	ZP10	B58	10133018	0010	0015351436	メイン部品払出	CW010	SN	U00A0022200	SR500 ｾｲｷﾞｮPCB ASSY	5	5		20250808		0000000000	000000
P100	ZP10	B58	10133018	0020	0015351437	部品仕分け	C0931	SN	U00A0022200	SR500 ｾｲｷﾞｮPCB ASSY	5	5		20250808		0000000000	000000
P100	ZP10	B58	10133018	0030	0015351438	総合組立	C0922	MSN	U00A0022200	SR500 ｾｲｷﾞｮPCB ASSY	5	5	10	20250808		0000000000	000000
P100	ZP10	B58	10133018	0035	0015801015	PC修正	A0830	SNF	U00A0022200	SR500 ｾｲｷﾞｮPCB ASSY	5		35	20250808		0000000000	000000
P100	ZP10	B58	10133018	0040	0015351439	製品検査	C0953	SN	U00A0022200	SR500 ｾｲｷﾞｮPCB ASSY	5	3	1960	20250808		0000000000	000000
P100	ZP10	B58	10133018	1000	0015351440	出荷検査	C0960	SN	U00A0022200	SR500 ｾｲｷﾞｮPCB ASSY	5			20250808		0000000000	000000
P100	ZP10	B58	10133018	1030	0015351441	組立小型手直(自責)	CZ030	SNF	U00A0022200	SR500 ｾｲｷﾞｮPCB ASSY	5			20250808		0000000000	000000
P100	ZP10	B58	10133018	1040	0015351442	組立小型手直(他責)	CZ040	SNF	U00A0022200	SR500 ｾｲｷﾞｮPCB ASSY	5			20250808		0000000000	000000
P100	ZP10	B58	10133018	1050	0015351443	検査手直し(自責)	C0970	SNF	U00A0022200	SR500 ｾｲｷﾞｮPCB ASSY	5			20250808		0000000000	000000
P100	ZP10	B58	10133018	1060	0015351444	検査手直し(他責)	C0980	SNF	U00A0022200	SR500 ｾｲｷﾞｮPCB ASSY	5			20250808		0000000000	000000
P100	ZP10	BL0	10133043	0010	0015356779	メイン部品払出	CW010	SN	U00A0328601	＆PV-DISPE S17 LEDﾀｲﾌﾟ	15	15		20250821		0000000000	000000
P100	ZP10	BL0	10133043	0020	0015356780	部品仕分け	C0931	SN	U00A0328601	＆PV-DISPE S17 LEDﾀｲﾌﾟ	15	15		20250821		0000000000	000000
P100	ZP10	BL0	10133043	0030	0015356781	総合組立	C0922	MSN	U00A0328601	＆PV-DISPE S17 LEDﾀｲﾌﾟ	15	15	20	20250821		0000000000	000000
P100	ZP10	BL0	10133043	0035	0015746357	外注加工	C0922	SG	U00A0328601	＆PV-DISPE S17 LEDﾀｲﾌﾟ	15	15		20250821		0000000000	000000
P100	ZP10	BL0	10133043	0040	0015356782	製品検査	C0953	SN	U00A0328601	＆PV-DISPE S17 LEDﾀｲﾌﾟ	15		235	20250821		0000000000	000000
P100	ZP10	BL0	10133043	1000	0015356783	出荷検査	C0960	SN	U00A0328601	＆PV-DISPE S17 LEDﾀｲﾌﾟ	15			20250821		0000000000	000000
P100	ZP10	BL0	10133043	1030	0015356784	組立小型手直(自責)	CZ030	SNF	U00A0328601	＆PV-DISPE S17 LEDﾀｲﾌﾟ	15			20250821		0000000000	000000
