MRP管理者	転記日付	WBS番号	ネットワーク・指図番号	受領者	品目コード	品目テキスト	計画数	完成数	単位（完成数）	プラント	保管場所	ﾈｯﾄﾜｰｸ完了	指図完了	入出庫伝票	明細	移動タイプ	移動区分	D/C	単価	金額	最低販売単価or製品単価	製品金額合計
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002647	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002648	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002649	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002650	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002651	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002652	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002653	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002654	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002655	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002656	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002657	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002658	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002659	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002660	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002661	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002662	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002663	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002664	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002665	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002666	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002667	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002668	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002669	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002670	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002671	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002672	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002673	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002674	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002675	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002676	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002677	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002678	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002679	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002680	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002681	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002682	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002683	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002684	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002685	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002686	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002687	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002688	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002689	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002690	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002691	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002692	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002693	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002694	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002695	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002696	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002697	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002698	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002699	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002700	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002701	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002702	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002703	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002704	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002705	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002706	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002707	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002708	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002709	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002710	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002711	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002712	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944			5003002713	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132991		A00A1274701	#HKD-15200GU (C) (N)	100	1.000	PC	P100	1944		X	5003002714	0001	101	F	S	184230.00000	184230.00000	231000.00000	231000.00000
B82	20250808		000010132988		A00A1715101	#HKD-40120GU (C) (N)	8	1.000	PC	P100	1944			5003002607	0001	101	F	S	200551.00000	200551.00000	343000.00000	343000.00000
B82	20250808		000010132988		A00A1715101	#HKD-40120GU (C) (N)	8	1.000	PC	P100	1944			5003002608	0001	101	F	S	200551.00000	200551.00000	343000.00000	343000.00000
B82	20250808		000010132988		A00A1715101	#HKD-40120GU (C) (N)	8	1.000	PC	P100	1944			5003002609	0001	101	F	S	200551.00000	200551.00000	343000.00000	343000.00000
B82	20250808		000010132988		A00A1715101	#HKD-40120GU (C) (N)	8	1.000	PC	P100	1944			5003002610	0001	101	F	S	200551.00000	200551.00000	343000.00000	343000.00000
B82	20250808		000010132988		A00A1715101	#HKD-40120GU (C) (N)	8	1.000	PC	P100	1944			5003002611	0001	101	F	S	200551.00000	200551.00000	343000.00000	343000.00000
B82	20250808		000010132988		A00A1715101	#HKD-40120GU (C) (N)	8	1.000	PC	P100	1944			5003002612	0001	101	F	S	200551.00000	200551.00000	343000.00000	343000.00000
B82	20250808		000010132988		A00A1715101	#HKD-40120GU (C) (N)	8	1.000	PC	P100	1944			5003002613	0001	101	F	S	200551.00000	200551.00000	343000.00000	343000.00000
B82	20250808		000010132988		A00A1715101	#HKD-40120GU (C) (N)	8	1.000	PC	P100	1944		X	5003002614	0001	101	F	S	200551.00000	200551.00000	343000.00000	343000.00000
BB0	20250805		000010133380		F00A0643400	DCL 0.5MH巻線表	9	9.000	PC	P100	1210		X	5003001114	0001	101	F	S	114808.00000	1033272.00000	0.00000	0.00000
BB0	20250806		000010133255		F00A0071200	F00A0071200 ﾄﾗﾝｽ購入仕様	20	20.000	PC	P100	1210		X	5003001342	0001	101	F	S	5445.00000	108900.00000	0.00000	0.00000
BB0	20250806		000010133373		F00A0572200	ID-3000PW CC	3	3.000	PC	P100	1210		X	5003001336	0001	101	F	S	5333.00000	15999.00000	0.00000	0.00000
BB0	20250806		000010133429		F00A0572200	ID-3000PW CC	10	10.000	PC	P100	1210		X	5003001338	0001	101	F	S	5333.00000	53330.00000	0.00000	0.00000
BB0	20250806		000010133374		F00A0572300	ID-3000PW MAIN FCH	3	3.000	PC	P100	1210		X	5003001337	0001	101	F	S	9113.00000	27339.00000	0.00000	0.00000
BB0	20250806		000010133430		F00A0572300	ID-3000PW MAIN FCH	10	10.000	PC	P100	1210		X	5003001339	0001	101	F	S	9113.00000	91130.00000	0.00000	0.00000
BB0	20250806		000010133375		F00A0572400	ID-3000PW PILOT FCH	3	3.000	PC	P100	1210		X	5003001335	0001	101	F	S	8364.00000	25092.00000	0.00000	0.00000
BB0	20250806		000010133074		F2A238400	TDK120 FCH1	1	1.000	PC	P100	1210		X	5003001334	0001	101	F	S	13309.00000	13309.00000	0.00000	0.00000
BB0	20250806		000010133073		F2A238500	TDK120 FCH2	1	1.000	PC	P100	1210		X	5003001333	0001	101	F	S	23714.00000	23714.00000	0.00000	0.00000
BB0	20250806		000010133540		F2A944800	48-25A SEC-L	20	20.000	PC	P100	1210		X	5003001341	0001	101	F	S	6535.00000	130700.00000	0.00000	0.00000
BB0	20250806		000010133528		F3A458400	MT (15V500A)	20	20.000	PC	P100	1210		X	5003001340	0001	101	F	S	12003.00000	240060.00000	0.00000	0.00000
BL0	20250805		000010133043		U00A0328601	＆PV-DISPE S17 LEDﾀｲﾌﾟ	15	15.000	PC	P100	1210		X	5003001201	0001	101	F	S	98196.00000	1472940.00000	0.00000	0.00000
BX0	20250808		000010133337		A00A1524000	HKD-50RE CABLE	7	7.000	PC	P100	1910		X	5003002345	0001	101	F	S	33552.00000	234864.00000	35000.00000	245000.00000
C17	20250808	G-0314265-10	000040147985		A00A1933100	SCAM4W12-42-6055PLX4	1	1.000	PC	P100	1911	X		4908285868	0001	581		S	17087514.00000	17087514.00000	22800000.00000	22800000.00000
