分類	転記日付	指図	WBS要素	販売伝票	販売伝票明細	購買発注	移動タイプ	取引区分	品目コード	品目テキスト	品目タイプ	プラント	保管場所	借方貸方	指図タイプ	指図タイプ名	指図カテゴリ	MRP管理者	MRP管理者名	項目	工場	区分	タイプ	計画承認日	計画開始	計画終了	数量	実績原価	実績正味原価	実績副資材	当月副資材	実績間接費	当月間接費	製品金額	実績原価ORG	実績正味原価ORG	実績副資材ORG	当月副資材ORG	実績間接費ORG	当月間接費ORG	製品金額ORG	有効価格なし	逆ザヤ	入出庫伝票番号	入出庫伝票年	連番	登録日付	登録時刻	ユーザ名
01.製造完成	20250805	10133005					101	WF	A00A1245100	HKD-RE PANEL	FERT	P100	1911	S	ZP10	電源	10	B55	小型５号ライン	小型(内作)	大阪	小型	製作	20250722	20250722	20250807	1.000	32392.000	31865.500	132.900	0.000	9964.800	0.000	33000.000	32392.000	31865.500	132.900	0.000	9964.800	0.000	33000.000			5003000964	2025	0001	20250805	112002	SISSYS
01.製造完成	20250805	10133005					101	WF	A00A1245100	HKD-RE PANEL	FERT	P100	1911	S	ZP10	電源	10	B55	小型５号ライン	小型(内作)	大阪	小型	製作	20250722	20250722	20250807	1.000	32392.000	31865.500	132.900	0.000	9964.800	0.000	33000.000	32392.000	31865.500	132.900	0.000	9964.800	0.000	33000.000			5003000955	2025	0001	20250805	112000	SISSYS
01.製造完成	20250805	10133005					101	WF	A00A1245100	HKD-RE PANEL	FERT	P100	1911	S	ZP10	電源	10	B55	小型５号ライン	小型(内作)	大阪	小型	製作	20250722	20250722	20250807	1.000	32392.000	31865.500	132.900	0.000	9964.800	0.000	33000.000	32392.000	31865.500	132.900	0.000	9964.800	0.000	33000.000			5003000956	2025	0001	20250805	112000	SISSYS
01.製造完成	20250805	10133218					101	WF	A00A0141800	MRT-PR ﾊﾟｿｺﾝｹｰﾌﾞﾙ3MｾｯﾄUSB	FERT	P100	1910	S	ZP10	電源	10	B55	小型５号ライン	小型(内作)	大阪	小型	製作	20250718	20250718	20250804	2.000	105614.000	113607.000	1115.000	0.000	30356.000	0.000	88000.000	105614.000	113607.000	1115.000	0.000	30356.000	0.000	88000.000		X	5003001200	2025	0001	20250805	161719	SISSYS
01.製造完成	20250805	40144187	I-0305344-20	305344	000020		581	WA	A00A1901700	FVL-300 54ｾﾙ(54個)	UNBW	P100	1911	S	ZPS2	プロジェクト電源（活動割当）	20	C50	大型５号ライン	大型(内作)	滋賀	大型	一品	20250725	20250725	20250820	1.000	915299.000	915299.000	0.000	0.000	112194.000	0.000	1000000.000	915299.000	915299.000	0.000	0.000	112194.000	0.000	1000000.000			4908281476	2025	0001	20250805	111957	SISSYS
01.製造完成	20250805	40146578	I-0310937-20	310937	000020		581	WA	A00A1931900	FVL-300 54セル/54個　FB	UNBW	P100	1911	S	ZPS2	プロジェクト電源（活動割当）	20	C50	大型５号ライン	大型(内作)	滋賀	大型	一品	20250408	20250408	20250806	1.000	905509.000	905509.000	0.000	0.000	0.000	0.000	1150000.000	905509.000	905509.000	0.000	0.000	0.000	0.000	1150000.000			4908281477	2025	0001	20250805	111957	SISSYS
01.製造完成	20250805	R341888					101	WF	P00A0707800	DK-7078 SW BOARD	HALB	P100	1910	S	ZP13	電源（流用）	10	B70	小型７号ライン	小型(内作)	大阪	小型	流用	20250729	20250729	20250805	10.000	32310.000	42986.000	246.000	0.000	0.000	0.000	59720.000	32310.000	42986.000	246.000	0.000	0.000	0.000	59720.000			5003000969	2025	0001	20250805	112003	SISSYS
01.製造完成	20250805	R343481					101	WF	P0A624400	WK-6244      SR500 THY_G	HALB	P100	1910	S	ZP13	電源（流用）	10	B70	小型７号ライン	小型(内作)	大阪	小型	流用	20250801	20250801	20250818	5.000	34670.000	42296.000	0.000	0.000	0.000	0.000	69350.000	34670.000	42296.000	0.000	0.000	0.000	0.000	69350.000			5003000967	2025	0001	20250805	112003	SISSYS
01.製造完成	20250806	10132853					101	WF	A00A1963600	MRT-15010CY       STD	FERT	P100	1911	S	ZP10	電源	10	B10	小型１号ライン	小型(内作)	大阪	小型	製作	20250728	20250728	20250806	1.000	416428.000	437696.400	1636.400	0.000	122239.200	0.000	463000.000	416428.000	437696.400	1636.400	0.000	122239.200	0.000	463000.000			5003001324	2025	0001	20250806	101658	SISSYS
01.製造完成	20250806	10132853					101	WF	A00A1963600	MRT-15010CY       STD	FERT	P100	1911	S	ZP10	電源	10	B10	小型１号ライン	小型(内作)	大阪	小型	製作	20250728	20250728	20250806	1.000	416428.000	437696.400	1636.400	0.000	122239.200	0.000	463000.000	416428.000	437696.400	1636.400	0.000	122239.200	0.000	463000.000			5003001323	2025	0001	20250806	101658	SISSYS
01.製造完成	20250806	10132853					101	WF	A00A1963600	MRT-15010CY       STD	FERT	P100	1911	S	ZP10	電源	10	B10	小型１号ライン	小型(内作)	大阪	小型	製作	20250728	20250728	20250806	1.000	416428.000	437696.400	1636.400	0.000	122239.200	0.000	463000.000	416428.000	437696.400	1636.400	0.000	122239.200	0.000	463000.000			5003001326	2025	0001	20250806	101659	SISSYS
01.製造完成	20250806	10132853					101	WF	A00A1963600	MRT-15010CY       STD	FERT	P100	1911	S	ZP10	電源	10	B10	小型１号ライン	小型(内作)	大阪	小型	製作	20250728	20250728	20250806	1.000	416428.000	437696.400	1636.400	0.000	122239.200	0.000	463000.000	416428.000	437696.400	1636.400	0.000	122239.200	0.000	463000.000			5003001327	2025	0001	20250806	101659	SISSYS
01.製造完成	20250806	10132853					101	WF	A00A1963600	MRT-15010CY       STD	FERT	P100	1911	S	ZP10	電源	10	B10	小型１号ライン	小型(内作)	大阪	小型	製作	20250728	20250728	20250806	1.000	416428.000	437696.400	1636.400	0.000	122239.200	0.000	463000.000	416428.000	437696.400	1636.400	0.000	122239.200	0.000	463000.000			5003001325	2025	0001	20250806	101659	SISSYS
01.製造完成	20250806	10132854					101	WF	A00A1963100	MRT-10010CY       STD	FERT	P100	1911	S	ZP10	電源	10	B10	小型１号ライン	小型(内作)	大阪	小型	製作	20250728	20250728	20250806	1.000	371284.000	373702.000	1290.400	0.000	104557.200	0.000	374000.000	371284.000	373702.000	1290.400	0.000	104557.200	0.000	374000.000			5003001331	2025	0001	20250806	101700	SISSYS
01.製造完成	20250806	10132854					101	WF	A00A1963100	MRT-10010CY       STD	FERT	P100	1911	S	ZP10	電源	10	B10	小型１号ライン	小型(内作)	大阪	小型	製作	20250728	20250728	20250806	1.000	371284.000	373702.000	1290.400	0.000	104557.200	0.000	374000.000	371284.000	373702.000	1290.400	0.000	104557.200	0.000	374000.000			5003001328	2025	0001	20250806	101659	SISSYS
01.製造完成	20250806	10132854					101	WF	A00A1963100	MRT-10010CY       STD	FERT	P100	1911	S	ZP10	電源	10	B10	小型１号ライン	小型(内作)	大阪	小型	製作	20250728	20250728	20250806	1.000	371284.000	373702.000	1290.400	0.000	104557.200	0.000	374000.000	371284.000	373702.000	1290.400	0.000	104557.200	0.000	374000.000			5003001332	2025	0001	20250806	101700	SISSYS
01.製造完成	20250806	10132854					101	WF	A00A1963100	MRT-10010CY       STD	FERT	P100	1911	S	ZP10	電源	10	B10	小型１号ライン	小型(内作)	大阪	小型	製作	20250728	20250728	20250806	1.000	371284.000	373702.000	1290.400	0.000	104557.200	0.000	374000.000	371284.000	373702.000	1290.400	0.000	104557.200	0.000	374000.000			5003001329	2025	0001	20250806	101659	SISSYS
01.製造完成	20250806	10132854					101	WF	A00A1963100	MRT-10010CY       STD	FERT	P100	1911	S	ZP10	電源	10	B10	小型１号ライン	小型(内作)	大阪	小型	製作	20250728	20250728	20250806	1.000	371284.000	373702.000	1290.400	0.000	104557.200	0.000	374000.000	371284.000	373702.000	1290.400	0.000	104557.200	0.000	374000.000			5003001330	2025	0001	20250806	101700	SISSYS
01.製造完成	20250806	40165389	G-0345817-10	345817	000010		581	WA	A00A2142900	ハーネス部材	UNBW	P100	1911	S	ZPS2	プロジェクト電源（活動割当）	20	C51	大型５号ライン	大型(内作)	滋賀	大型	一品	20250805	20250805	20250807	1.000	35654.000	35654.000	0.000	0.000	0.000	0.000	195000.000	35654.000	35654.000	0.000	0.000	0.000	0.000	195000.000			4908282843	2025	0001	20250806	121714	SISSYS
01.製造完成	20250808	10132988					101	WF	A00A1715101	#HKD-40120GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250806	20250806	20250807	1.000	200551.000	200894.625	0.000	0.000	0.000	0.000	343000.000	200551.000	200894.625	0.000	0.000	0.000	0.000	343000.000			5003002614	2025	0001	20250808	151658	SISSYS
01.製造完成	20250808	10132988					101	WF	A00A1715101	#HKD-40120GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250806	20250806	20250807	1.000	200551.000	200894.625	0.000	0.000	0.000	0.000	343000.000	200551.000	200894.625	0.000	0.000	0.000	0.000	343000.000			5003002607	2025	0001	20250808	151656	SISSYS
01.製造完成	20250808	10132988					101	WF	A00A1715101	#HKD-40120GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250806	20250806	20250807	1.000	200551.000	200894.625	0.000	0.000	0.000	0.000	343000.000	200551.000	200894.625	0.000	0.000	0.000	0.000	343000.000			5003002612	2025	0001	20250808	151657	SISSYS
01.製造完成	20250808	10132988					101	WF	A00A1715101	#HKD-40120GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250806	20250806	20250807	1.000	200551.000	200894.625	0.000	0.000	0.000	0.000	343000.000	200551.000	200894.625	0.000	0.000	0.000	0.000	343000.000			5003002609	2025	0001	20250808	151657	SISSYS
01.製造完成	20250808	10132988					101	WF	A00A1715101	#HKD-40120GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250806	20250806	20250807	1.000	200551.000	200894.625	0.000	0.000	0.000	0.000	343000.000	200551.000	200894.625	0.000	0.000	0.000	0.000	343000.000			5003002613	2025	0001	20250808	151658	SISSYS
01.製造完成	20250808	10132988					101	WF	A00A1715101	#HKD-40120GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250806	20250806	20250807	1.000	200551.000	200894.625	0.000	0.000	0.000	0.000	343000.000	200551.000	200894.625	0.000	0.000	0.000	0.000	343000.000			5003002610	2025	0001	20250808	151657	SISSYS
01.製造完成	20250808	10132988					101	WF	A00A1715101	#HKD-40120GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250806	20250806	20250807	1.000	200551.000	200894.625	0.000	0.000	0.000	0.000	343000.000	200551.000	200894.625	0.000	0.000	0.000	0.000	343000.000			5003002608	2025	0001	20250808	151657	SISSYS
01.製造完成	20250808	10132988					101	WF	A00A1715101	#HKD-40120GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250806	20250806	20250807	1.000	200551.000	200894.625	0.000	0.000	0.000	0.000	343000.000	200551.000	200894.625	0.000	0.000	0.000	0.000	343000.000			5003002611	2025	0001	20250808	151657	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002687	2025	0001	20250808	151713	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002688	2025	0001	20250808	151713	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002689	2025	0001	20250808	151714	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002690	2025	0001	20250808	151714	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002691	2025	0001	20250808	151714	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002692	2025	0001	20250808	151714	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002693	2025	0001	20250808	151714	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002706	2025	0001	20250808	151717	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002707	2025	0001	20250808	151717	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002708	2025	0001	20250808	151717	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002709	2025	0001	20250808	151718	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002710	2025	0001	20250808	151718	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002669	2025	0001	20250808	151709	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002663	2025	0001	20250808	151708	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002679	2025	0001	20250808	151711	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002678	2025	0001	20250808	151711	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002645	2025	0001	20250808	151704	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002644	2025	0001	20250808	151704	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002643	2025	0001	20250808	151704	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002642	2025	0001	20250808	151704	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002641	2025	0001	20250808	151704	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002640	2025	0001	20250808	151703	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002639	2025	0001	20250808	151703	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002638	2025	0001	20250808	151703	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002637	2025	0001	20250808	151703	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002636	2025	0001	20250808	151703	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002635	2025	0001	20250808	151702	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002621	2025	0001	20250808	151659	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002620	2025	0001	20250808	151659	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002619	2025	0001	20250808	151659	SISSYS
01.製造完成	20250808	10132991					101	WF	A00A1274701	#HKD-15200GU (C) (N)	FERT	P100	1944	S	ZP10	電源	10	B82	小型８号ライン	中国	大阪	中国	製作	20250818	20250818	20250819	1.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000	184230.000	184083.150	0.000	0.000	0.000	0.000	231000.000			5003002618	2025	0001	20250808	151659	SISSYS
