MRP管理者	転記日付	WBS番号	ネットワーク・指図番号	受領者	品目コード	品目テキスト	計画数	完成数	単位（完成数）	プラント	保管場所	ﾈｯﾄﾜｰｸ完了	指図完了	入出庫伝票	明細	移動タイプ	移動区分	D/C	単価	金額	最低販売単価or製品単価	製品金額合計
PC1	20250801		000050120068		P0A265904	WK-2659F U04 ｼ-ｹﾝｽPCB	1	1.000	PC	P100	1120		X	5003000068	0001	101	F	S	31079.00000	31079.00000	0.00000	0.00000
PC1	20250801		000050120072		P0A277000	MK-2770A  MRS-PR THY GATE	8	8.000	PC	P100	1120		X	5003000072	0001	101	F	S	6766.00000	54128.00000	0.00000	0.00000
PC1	20250801		000050119880		P0A344825	WK-3448 S25   MAIN PCB	25	1.000	PC	P100	1120		X	5003000123	0001	101	F	S	34801.00000	34801.00000	0.00000	0.00000
PC1	20250801		000050120134		P0A435601	CK-4356 S01	1	1.000	PC	P100	1120		X	5003000122	0001	101	F	S	13944.00000	13944.00000	0.00000	0.00000
PC1	20250801		000050120070		P0A488100	WK-4881      PILOT SW2	4	4.000	PC	P100	1120		X	5003000070	0001	101	F	S	10435.00000	41740.00000	0.00000	0.00000
PC1	20250801		000050118856		P0A555000	WK-5550      FILTER PCB	75	75.000	PC	P100	1120		X	5003000076	0001	101	F	S	3314.00000	248550.00000	0.00000	0.00000
PC1	20250801		000050119358		P0A569600	WK-5696    CNCTR(J)ROHS	88	88.000	PC	P100	1120		X	5003000212	0001	101	F	S	697.00000	61336.00000	0.00000	0.00000
PC1	20250801		000050120095		P0A574600	MK-5746A     RC PANEL	20	20.000	PC	P100	1120		X	5003000073	0001	101	F	S	7121.00000	142420.00000	0.00000	0.00000
PC1	20250801		000050120012		P0A586300	IK-5863  LOWﾃﾞﾝｱﾂｹﾝｼｭﾂｶｲﾛ	1	1.000	PC	P100	1120		X	5003000066	0001	101	F	S	9496.00000	9496.00000	0.00000	0.00000
PC1	20250801		000050120154		P0A596901	IK-5969S01    DRIVE PCB	2	2.000	PC	P100	1120		X	5003000304	0001	101	F	S	25750.00000	51500.00000	0.00000	0.00000
PC1	20250801		000050120067		PZZA0265813	WK-2658C U13	2	2.000	PC	P100	1120		X	5003000085	0001	101	F	S	19598.00000	39196.00000	0.00000	0.00000
PC1	20250804		000050119942		P00A0715916	IK-7159CU16 CM600DU-12NFH	15	15.000	PC	P100	1120		X	5003000839	0001	101	F	S	21913.00000	328695.00000	0.00000	0.00000
PC1	20250804		000050120123		P00A0734423	IK-7344B U23	1	1.000	PC	P100	1120		X	5003000596	0001	101	F	S	15438.00000	15438.00000	0.00000	0.00000
PC1	20250804		000050120169		P00A0745800	WK-7458A     CTRL REACH	1	1.000	PC	P100	1120		X	5003000536	0001	101	F	S	14170.00000	14170.00000	0.00000	0.00000
PC1	20250804		000050120044		P00A0752100	WK-7521D PILOT MAIN PCB	15	15.000	PC	P100	1120		X	5003000794	0001	101	F	S	29394.00000	440910.00000	0.00000	0.00000
PC1	20250804		000050119428		P0A597600	WK-5976A  CO2/MAG MOTOR	50	50.000	PC	P100	1120		X	5003000537	0001	101	F	S	6040.00000	302000.00000	0.00000	0.00000
PC1	20250804		000050119884		P0A603200	WK-6032B     RELLAY_PCB	12	12.000	PC	P100	1120		X	5003000597	0001	101	F	S	29772.00000	357264.00000	0.00000	0.00000
PC1	20250804		000050119366		P0A611600	WK-6116B     CO2 CONTROL	50	48.000	PC	P100	1120			5003000772	0001	101	F	S	16262.00000	780576.00000	0.00000	0.00000
PC1	20250804		000050120065		PZZA0563007	WK-5630B S07 FILTER 200V	2	2.000	PC	P100	1120		X	5003000601	0001	101	F	S	7360.00000	14720.00000	0.00000	0.00000
PC5	20250804		000050120079		P0A549300	WK-5493E     MAIN PCB C	100	42.000	PC	P100	1120			5003000378	0001	101	F	S	12500.00000	525000.00000	0.00000	0.00000
PC6	20250801		000050119616		P00A0746902	PK-7469B U02 6.4KW ﾙｯｸｽ	50	50.000	PC	P100	1120		X	5003000074	0001	101	F	S	20071.00000	1003550.00000	0.00000	0.00000
PC6	20250801		000050119617		P00A0747002	PK-7470B U02 6.4KW ﾙｯｸｽ	50	50.000	PC	P100	1120		X	5003000278	0001	101	F	S	23745.00000	1187250.00000	0.00000	0.00000
PC6	20250801		000050119618		P00A0747201	PK-7472  U01 PANEL ﾙｯｸｽ	70	70.000	PC	P100	1120		X	5003000075	0001	101	F	S	4712.00000	329840.00000	0.00000	0.00000
