プラント	受注伝票番号	受注明細番号	請求伝票番号	請求明細番号	伝票タイプ	受注先コード	受注先名	品目コード	品目名	受注日	受注数	社内レート	指定納期日	営業所	営業グループ	営業員	品目階層	利益センタ	出荷伝票番号	出荷明細番号	請求済数	請求登録日	請求転記日	標準原価	材料費単価	建値単価	建値	単位	JPY契約換算金額	得意先発注番号	件名	出荷ポイント	入庫番号	販社／直販	直販/販社区分名	得意先グループ	CM記号	国名コード	関係会社コード	地域コード	ネットワーク／指図番号	WBS番号	TECO	COMP	製造時間（生産実績）	設計時間（生産実績）	検査時間（生産実績）	品目タイプ	製品単価	製品単価 社内レート	製品単価 単位	JPY製品換算単価	見積製造原価	見積製造原価 社内レート	見積製造原価 単位	JPY見積製造換算原価	材料費（設計予算：単価）	加工費（設計予算：単価）	購買伝票番号	購買伝票明細	SES請求単価	見積材費	見積材費 社内レート	見積材費 単位	JPY見積換算材費	JPY税換算金額	特裁番号	用途	エンドユーザコード	エンドユーザ名	国名コード（出荷先）	出荷先コード	出荷先名	出荷先住所	出庫転記日	条件グループ１	条件グループ２	用途コード	指定納品書区分	原価区分１	原価区分２	運賃	梱包費	搬入据付費	工事費	取説費用	立会費用	倉庫保管料	諸費用	販売手数料	特記事項	見積書番号	間接費キー	出荷先郵便番号	出荷先部署	出荷先電話番号	廃棄物引取
P200	0000342297	000010	0090857594	000011	Z010	1100022001	旭テック（株）　東京支店	S00A0084501	TMG20CQ60F5	2025/04/04	4000.000	 1.00000	2025/08/04	E200	E22	00004183	S31	P321010	0080919278	900001	4000.000	2025/08/01	2025/08/01	45.9100	30.0560	50.00000	200000.00	JPY	200000	126008821-1	ニチコン株式会社電源センター	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	50.00000	1.00000	JPY	50.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	20000		SSR・SSC	2103630000	ニチコン株式会社　回路事業部　電源センター	JP	2100953000	旭テック株式会社　東京支店	東京都台東区台東1-24-2 ISM秋葉原 6F	2025/08/01			S20	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	20250627			1100016		03-3835-4881	
P200	0000337557	000010	0090857595	000011	Z010	1100022001	旭テック（株）　東京支店	S00A0084501	TMG20CQ60F5	2024/11/12	16000.000	 1.00000	2025/08/05	E200	E22	00004183	S31	P321010	0080919291	900001	16000.000	2025/08/01	2025/08/01	45.9100	30.0560	56.00000	896000.00	JPY	896000	112010366-2	理化工業　株式会社	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	56.00000	1.00000	JPY	56.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	89600		SSR・SSC	2180215982	理化工業株式会社	JP	2100953000	旭テック株式会社　東京支店	東京都台東区台東1-24-2 ISM秋葉原 6F	2025/08/01			S20	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	20250805			1100016		03-3835-4881	
P200	0000341531	000010	0090857596	000011	Z010	1100022002	旭テック（株）　名古屋営業所	S00A0082201	TMG8CQ60F5 LS	2025/03/14	40000.000	 1.00000	2025/08/04	E200	E21	00005112	S31	P320020	0080919279	900001	40000.000	2025/08/01	2025/08/01	31.0940	24.1260	23.70000	948000.00	JPY	948000	128012309-1	株式会社アイシン4ヶ月以上納期確認済み	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	23.70000	1.00000	JPY	23.7000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	94800		一般家電	2180206358	株式会社アイシン	JP	1100022002	旭テック（株）　名古屋営業所	愛知県名古屋市西区上小田井２－２２１	2025/08/01			S90	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/08/04			4520821		052-503-1688	
P200	0000341304	000010	0090857597	000011	Z010	1100022002	旭テック（株）　名古屋営業所	4578K006000	TMG25C60J	2025/03/10	3600.000	 1.00000	2025/08/04	E200	E21	00005112	S31	P320020	0080919281	900001	3600.000	2025/08/01	2025/08/01	79.0570	57.8940	71.00000	255600.00	JPY	255600	090009821-1	ﾊﾟﾅｿﾆｯｸ㈱くらし事業本部くらしｱﾌﾟﾗｲｱﾝｽ社ﾋﾞｭｰﾃｨ･ﾊﾟｰｿﾅﾙｹｱ事業部4ヶ月以上納期確認済み	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	71.00000	1.00000	JPY	71.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	25560		各種電源装置	2103580000	パナソニック（株）　くらし　アプライアンス社　彦根工場	JP	1100022002	旭テック（株）　名古屋営業所	愛知県名古屋市西区上小田井２－２２１	2025/08/01			S30	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/08/04			4520821		052-503-1688	
P200	0000339733	000010	0090857598	000011	Z010	1100022002	旭テック（株）　名古屋営業所	S00A0162501	DAF160AA40X	2025/01/22	1200.000	 1.00000	2025/08/04	E200	E21	00005112	SA0	P320020	0080919284	900001	44.000	2025/08/01	2025/08/01	1358.8220	1165.8500	1560.00000	68640.00	JPY	68640	128012161-1	株式会社アイシン登録日：2025/1/22シミュレーション納期：2025/06	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	1560.00000	1.00000	JPY	1560.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	6864		各種電源装置	2180206358	株式会社アイシン	JP	1100022002	旭テック（株）　名古屋営業所	愛知県名古屋市西区上小田井２－２２１	2025/08/01			S30	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/08/04			4520821		052-503-1688	
P200	0000339733	000010	0090857598	000012	Z010	1100022002	旭テック（株）　名古屋営業所	S00A0162501	DAF160AA40X	2025/01/22	1200.000	 1.00000	2025/08/04	E200	E21	00005112	SA0	P320020	0080919284	900002	237.000	2025/08/01	2025/08/01	1358.8220	1165.8500	1560.00000	369720.00	JPY	369720	128012161-1	株式会社アイシン登録日：2025/1/22シミュレーション納期：2025/06	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	1560.00000	1.00000	JPY	1560.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	36972		各種電源装置	2180206358	株式会社アイシン	JP	1100022002	旭テック（株）　名古屋営業所	愛知県名古屋市西区上小田井２－２２１	2025/08/01			S30	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/08/04			4520821		052-503-1688	
P200	0000339733	000010	0090857598	000013	Z010	1100022002	旭テック（株）　名古屋営業所	S00A0162501	DAF160AA40X	2025/01/22	1200.000	 1.00000	2025/08/04	E200	E21	00005112	SA0	P320020	0080919284	900003	238.000	2025/08/01	2025/08/01	1358.8220	1165.8500	1560.00000	371280.00	JPY	371280	128012161-1	株式会社アイシン登録日：2025/1/22シミュレーション納期：2025/06	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	1560.00000	1.00000	JPY	1560.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	37128		各種電源装置	2180206358	株式会社アイシン	JP	1100022002	旭テック（株）　名古屋営業所	愛知県名古屋市西区上小田井２－２２１	2025/08/01			S30	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/08/04			4520821		052-503-1688	
P200	0000339733	000010	0090857598	000014	Z010	1100022002	旭テック（株）　名古屋営業所	S00A0162501	DAF160AA40X	2025/01/22	1200.000	 1.00000	2025/08/04	E200	E21	00005112	SA0	P320020	0080919284	900004	237.000	2025/08/01	2025/08/01	1358.8220	1165.8500	1560.00000	369720.00	JPY	369720	128012161-1	株式会社アイシン登録日：2025/1/22シミュレーション納期：2025/06	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	1560.00000	1.00000	JPY	1560.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	36972		各種電源装置	2180206358	株式会社アイシン	JP	1100022002	旭テック（株）　名古屋営業所	愛知県名古屋市西区上小田井２－２２１	2025/08/01			S30	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/08/04			4520821		052-503-1688	
P200	0000339733	000010	0090857598	000015	Z010	1100022002	旭テック（株）　名古屋営業所	S00A0162501	DAF160AA40X	2025/01/22	1200.000	 1.00000	2025/08/04	E200	E21	00005112	SA0	P320020	0080919284	900005	236.000	2025/08/01	2025/08/01	1358.8220	1165.8500	1560.00000	368160.00	JPY	368160	128012161-1	株式会社アイシン登録日：2025/1/22シミュレーション納期：2025/06	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	1560.00000	1.00000	JPY	1560.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	36816		各種電源装置	2180206358	株式会社アイシン	JP	1100022002	旭テック（株）　名古屋営業所	愛知県名古屋市西区上小田井２－２２１	2025/08/01			S30	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/08/04			4520821		052-503-1688	
P200	0000339733	000010	0090857598	000016	Z010	1100022002	旭テック（株）　名古屋営業所	S00A0162501	DAF160AA40X	2025/01/22	1200.000	 1.00000	2025/08/04	E200	E21	00005112	SA0	P320020	0080919284	900006	208.000	2025/08/01	2025/08/01	1358.8220	1165.8500	1560.00000	324480.00	JPY	324480	128012161-1	株式会社アイシン登録日：2025/1/22シミュレーション納期：2025/06	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	1560.00000	1.00000	JPY	1560.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	32448		各種電源装置	2180206358	株式会社アイシン	JP	1100022002	旭テック（株）　名古屋営業所	愛知県名古屋市西区上小田井２－２２１	2025/08/01			S30	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/08/04			4520821		052-503-1688	
P200	0000338431	000010	0090857599	000011	Z010	1100022002	旭テック（株）　名古屋営業所	455Y41160	KD160KB160 X	2024/12/09	500.000	 1.00000	2025/08/04	E200	E21	00005112	SA0	P320020	0080919290	900001	250.000	2025/08/01	2025/08/01	1655.6680	1455.5250	1810.00000	452500.00	JPY	452500	090009681-1	河村電器産業株式会社　水俣工場12/9シミュレーション納期：2025/04	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	1810.00000	1.00000	JPY	1810.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	45250		各種電源装置	2103578000	河村電器産業株式会社	JP	1100022002	旭テック（株）　名古屋営業所	愛知県名古屋市西区上小田井２－２２１	2025/08/01			S30	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/08/01			4520821		052-503-1688	
P200	0000338431	000010	0090857599	000012	Z010	1100022002	旭テック（株）　名古屋営業所	455Y41160	KD160KB160 X	2024/12/09	500.000	 1.00000	2025/08/04	E200	E21	00005112	SA0	P320020	0080919290	900002	250.000	2025/08/01	2025/08/01	1655.6680	1455.5250	1810.00000	452500.00	JPY	452500	090009681-1	河村電器産業株式会社　水俣工場12/9シミュレーション納期：2025/04	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	1810.00000	1.00000	JPY	1810.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	45250		各種電源装置	2103578000	河村電器産業株式会社	JP	1100022002	旭テック（株）　名古屋営業所	愛知県名古屋市西区上小田井２－２２１	2025/08/01			S30	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/08/01			4520821		052-503-1688	
P200	0000341499	000010	0090857600	000011	Z010	1100185000	ＮＮＰ（株）	4560K006000	TMG5C60D	2025/03/13	10000.000	 1.00000	2025/08/04	E200	E24	00005155	S31	P322010	0080919280	900001	10000.000	2025/08/01	2025/08/01	22.8300	17.7770	21.00000	210000.00	JPY	210000	277924	52330アサヒデンキコウギョウKK4ヶ月以上納期確認済み6/23注文番号変更：277924I→277924	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	21.00000	1.00000	JPY	21.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	21000		一般家電	2103554000	旭電器工業株式会社　河芸工場	JP	2100545000	ＮＮＰ株式会社　ロジスティックスセンター　岩倉倉庫	愛知県岩倉市八剱町野畑1-1 NX・NPロジスティクス（株）岩倉倉庫1F	2025/08/01			S90	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/08/04			4820031		0587-84-3271	
P200	0000343450	000010	0090857601	000011	Z010	1100231000	（株）オリジン商事	S00A0117201	TMG5D60F5	2025/05/12	16000.000	 1.00000	2025/09/12	E200	E21	00005112	S31	P320020	0080920168	900001	7000.000	2025/08/01	2025/08/01	26.0390	21.2780	23.70000	165900.00	JPY	165900	02-11142-3033	日本セラミック株式会社4ヶ月先納期:9/12で入力	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	23.70000	1.00000	JPY	23.7000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	16590		照明・調光	2180217235	日本セラミック株式会社	JP	2100655000	株式会社オリジン商事　管理部　ロジスティックグループ	大阪府大東市新田中町７－３９	2025/08/01			SP0	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/07/28			5740056		072-806-1121	
P200	0000345708	000010	0090857602	000011	Z010	1100570000	篠原電機（株）	S00A0031302	DKA60KB80 X	2025/07/07	4.000	 1.00000	2025/08/01	E200	E21	00005185	SC0	P320020	0080919263	900001	4.000	2025/08/01	2025/08/01	1300.0450	1232.2060	5020.00000	20080.00	JPY	20080	C04-3677-C2001J2108913	王子マテリア在庫あり	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	5020.00000	1.00000	JPY	5020.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	2008		各種電源装置			JP	2101680000	篠原電機株式会社　淀川事業所	大阪市西淀川区御幣島１－１２－２０	2025/08/01			S30	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2025/08/01			5550012		06-6472-0039	
P200	0000338506	000010	0090857603	000011	Z010	1100625000	松陽電工（株）	457H20160	DF100AC160 R	2024/12/11	90.000	 1.00000	2025/08/05	E200	E22	00004546	SB0	P321010	0080919289	900001	60.000	2025/08/01	2025/08/01	1918.4620	1231.0700	2660.00000	159600.00	JPY	159600	10871530	富士フイルムヘルスケアマニュファクチャリング様向け:X線検査装置	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	2660.00000	1.00000	JPY	2660.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	15960		各種電源装置	2180216890	富士フイルムヘルスケア株式会社	JP	2180217564	オーティーティーロジスティクス株式会社	神奈川県川崎市川崎区富士見１－６－９	2025/08/01			S30	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000				2100011	川崎ロジスティックパーク内 松陽電工倉庫	044-201-1873	
P200	0000338506	000010	0090857603	000012	Z010	1100625000	松陽電工（株）	457H20160	DF100AC160 R	2024/12/11	90.000	 1.00000	2025/08/05	E200	E22	00004546	SB0	P321010	0080919289	900002	30.000	2025/08/01	2025/08/01	1918.4620	1231.0700	2660.00000	79800.00	JPY	79800	10871530	富士フイルムヘルスケアマニュファクチャリング様向け:X線検査装置	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	2660.00000	1.00000	JPY	2660.0000	0.00000	0.00000		0.0000	0.0000	0.0000		00000	0.00000	0.00000	0.00000		0.0000	7980		各種電源装置	2180216890	富士フイルムヘルスケア株式会社	JP	2180217564	オーティーティーロジスティクス株式会社	神奈川県川崎市川崎区富士見１－６－９	2025/08/01			S30	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000				2100011	川崎ロジスティックパーク内 松陽電工倉庫	044-201-1873	
P200	0000337396	000010	0090857604	000011	Z010	1100625000	松陽電工（株）	452C60080	DF150BA80 R	2024/11/07	80.000	 1.00000	2025/08/05	E200	E22	00004546	SB0	P321010	0080919292	900001	40.000	2025/08/01	2025/08/01	2593.1800	1857.4270	2690.00000	107600.00	JPY	107600	60870060	ウェーブクレスト～東芝エレベーター	D210					S	JP		8					             0.0000	             0.0000	             0.0000	FERT	2690.00000	1.00000	JPY	2690.0000	0.00000	0.00000		0.0000	1193.8300	622.6600		00000	0.00000	0.00000	0.00000		0.0000	10760		エレベーター			JP	2180217564	オーティーティーロジスティクス株式会社	神奈川県川崎市川崎区富士見１－６－９	2025/08/01			SD0	2			0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000				2100011	川崎ロジスティックパーク内 松陽電工倉庫	044-201-1873	
